nps_score	checkin_date	checkout_date	created_at	source	order_id	hotel_name	pod_type	nps_review	nps_review_en
7	2023-05-31 0:00:00	2023-06-01 0:00:00	2023-06-09 7:53:17	Android	10041685555133187	Bobobox Pancoran	SKY DOUBLE	Toilet banyak yg gabisa dikunci sad	Many toilets can not be locked sad
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-06-09 7:52:59	Android	10041685117988763	Bobobox Pancoran	SKY DOUBLE	Toiletnya banyak yang gabisa di kunci, tolong di benerin dong	Many toilets can not be listed, please correct it
9	2023-06-04 0:00:00	2023-06-09 0:00:00	2023-06-09 7:06:27	Android	10221685873226406	Bobobox ITC Kuningan	SKY DOUBLE	Having quality time and enjoy my working days in Bobobox.. Thanks..	Having quality time and enjoy my working days in Bobobox.. Thanks..
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-09 7:05:00	iOS	10241686133106516	Bobocabin Puncak Gunung Mas	Deluxe Cabin	sayangnya ga ada braekfast nya	unfortunately there is no braekfast
10	2023-06-06 0:00:00	2023-06-09 0:00:00	2023-06-09 6:33:59	Android	10121686034567334	Bobobox Juanda Jakarta	EARTH DOUBLE	For the third time i'm staying here, overall the facilities are good, but it'll be better if the longstay packages (especially for the guest who wants to stay 3 or 5 nights),  available for everyday, even on the weekend, not only on weekdays. Thank you.	For the third time i'm staying here, overall the facilities are good, but it'll be better if the longstay packages (especially for the guest who wants to stay 3 or 5 nights),  available for everyday, even on the weekend, not only on weekdays. Thank you.
10	2023-06-06 0:00:00	2023-06-09 0:00:00	2023-06-09 5:56:24	iOS	10031686020190675	Bobobox Dago	Earth Double	Sangat memuaskan nginep di bobobox Dago diantara 4cabang di bandung pelayanan terbauk bobobox Dago (: 	Very satisfying to stay in Bobobox Dago among the 4caps in Bandung Bobobox Dago's best service (::
10	2023-06-07 0:00:00	2023-06-09 0:00:00	2023-06-09 5:49:19	Android	10061685685345099	Bobobox Kebayoran Baru	EARTH DOUBLE	nice	nice
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 5:37:23	Android	10201685783844937	Bobocabin Signature Toba	DELUXE CABIN	Fun camping..	Fun camping..
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 5:35:00	Android	10241686213586223	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Nice	Nice
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 5:10:49	Android	10041686211686925	Bobobox Pancoran	EARTH DOUBLE	Good	Good
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:57:33	Android	10241686093516470	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Good	Good
8	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:54:33	Android	10121686195503186	Bobobox Juanda Jakarta	EARTH DOUBLE	Aku mau ngasih saran Kak, di comunal space kalau bisa ditaro lap untuk mengelap meja atau mengelap perabotannya Kak, thank youu	I want to give advice sis, on the comunal space if you can put a lap to wipe the table or wipe the furniture sis, thank you
8	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:49:34	iOS	10091686201456118	Bobobox Kota Lama	Earth Double	There a bugs in my room 	There a bugs in my room 
10	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-09 4:47:43	Android	10081685599143319	Bobobox Kota Tua	SKY DOUBLE	Mantap	Stable
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:40:35	Android	10031686221297328	Bobobox Dago	EARTH DOUBLE	one of the best Bobobox in Bandung, good services.	one of the best Bobobox in Bandung, good services.
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:39:39	iOS	10221686198995267	Bobobox ITC Kuningan	Sky Double	Ok	Ok
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:38:56	iOS	10131685915786280	Bobobox Malioboro	Earth SIngle	The communal room is super cool!	The communal room is super cool!
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:13:48	Android	10081686161696557	Bobobox Kota Tua	EARTH DOUBLE	Kamar bersih wangi, pelayanan ramah	Clean Room Fragrant, Friendly Service
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:08:09	Android	10081685963766385	Bobobox Kota Tua	EARTH DOUBLE	Good	Good
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-09 3:59:26	Android	10141685908915419	Bobobox Slamet Riyadi Solo	SKY SINGLE	Good jobs	Good jobs
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 3:57:57	iOS	10031686113849590	Bobobox Dago	Earth Double	Enakkk bangett mantapppppp	Really good mantappppppp
10	2023-06-07 23:00:00	2023-06-08 23:00:00	2023-06-09 3:37:14	iOS	10231686214417931	Bobocabin Kintamani 	Deluxe Cabin	Good place	Good place
10	2023-06-07 0:00:00	2023-06-09 0:00:00	2023-06-09 3:19:08	iOS	10241685934809189	Bobocabin Puncak Gunung Mas	Executive Cabin	We had a very good experience here. Our cabin view is very mesmerizing. The service is also amazing, they very helpful and friendly. Definitely will go back here for another vacation.	We had a very good experience here. Our cabin view is very mesmerizing. The service is also amazing, they very helpful and friendly. Definitely will go back here for another vacation.
10	2023-06-07 23:00:00	2023-06-08 23:00:00	2023-06-09 3:12:56	iOS	10231686158437569	Bobocabin Kintamani 	Deluxe Cabin	Nice	Nice
7	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 2:49:30	Android	10241686220849903	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Muncul beberapa kecoa	Some cockroaches appeared
10	2023-06-07 23:00:00	2023-06-08 23:00:00	2023-06-09 2:34:45	iOS	10231686125841697	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Good glamping stay experience	Good glamping stay experience
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 2:34:38	iOS	10351686143863339	Bobocabin Madasari Pangandaran	Deluxe Cabin	sangat puas nyaman sekali	Very satisfied comfortable
10	2023-05-24 0:00:00	2023-05-26 0:00:00	2023-06-09 2:13:38	Android	10031684899274397	Bobobox Dago	EARTH DOUBLE	Great	Great
10	2023-06-06 0:00:00	2023-06-09 0:00:00	2023-06-09 1:24:17	Android	10121685939643704	Bobobox Juanda Jakarta	EARTH SINGLE	Room inkl. Bathroom was very clean, Staff was friendly, Hostel was in a very good location, access was easy	Room inkl. Bathroom was very clean, Staff was friendly, Hostel was in a very good location, access was easy
9	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 1:24:00	iOS	10091685600902144	Bobobox Kota Lama	Earth Single	very clean, prime location, need to improve for breakfast option	very clean, prime location, need to improve for breakfast option
10	2023-06-07 0:00:00	2023-06-09 0:00:00	2023-06-09 0:55:19	iOS	10081685985980778	Bobobox Kota Tua	Earth Double	nyaman	comfortable
5	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 0:40:04	iOS	10241681076252526	Bobocabin Puncak Gunung Mas	Executive Cabin	I wasted two hours of my time because the air conditioning unit was out of order	I wasted two hours of my time because the air conditioning unit was out of order
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 0:30:09	Android	10061686193692672	Bobobox Kebayoran Baru	SKY SINGLE	It was nice. But please automated volume down for introduction check in after 10 pm. Sometimes it was intupt my sleep because the sound of introduction when people check in	It was nice. But please automated volume down for introduction check in after 10 pm. Sometimes it was intupt my sleep because the sound of introduction when people check in
8	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-06-08 23:15:45	iOS	10171682741929358	Bobocabin Ranca Upas	Standard Cabin	Dapur kotor	Dirty kitchen
8	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-06-08 23:15:11	iOS	10171682741402645	Bobocabin Ranca Upas	Standard Cabin	Semua bersih kecuali dapur. Dapur pengap dan kotor sekali. Terutama di sink	All clean except the kitchen. Stuffy kitchen and very dirty. Especially in sink
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-08 22:55:39	Android	10231683561881973	Bobocabin Kintamani 	DELUXE CABIN	Host freindly and great service	Host freindly and great service
7	2023-06-06 0:00:00	2023-06-07 0:00:00	2023-06-08 16:36:09	iOS	10211685936603848	Bobobox Alun-Alun Malang	Sky Double	Saya dapat selimut dan bantal kotor masih ada bercak darah , kualitas kasur sangat tidak nyaman terlalu keras 	I got a blanket and dirty pillow there are still blood spots, the quality of the mattress is very uncomfortable too hard
7	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-06-08 16:24:28	Android	10001685379739878	Bobobox Paskal	EARTH DOUBLE	tembok capsulenya agak retak, pintunya juga sedikit bermasalah, AC-nya tidak dingin seperti biasanya, toiletnya rusak. semoga kedepannya bisa lebih diperbaiki lagi dan bisa nyaman seperti dulu :)	The capsule wall is rather cracked, the door is also a little problematic, the air conditioner is not cold as usual, the toilet is damaged. Hopefully in the future it can be further improved and can be comfortable as before :)
10	2023-06-05 0:00:00	2023-06-08 0:00:00	2023-06-08 12:28:22	Android	10221685953619795	Bobobox ITC Kuningan	EARTH DOUBLE	5*	5*
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 10:11:42	iOS	10241685973463868	Bobocabin Puncak Gunung Mas	Deluxe Cabin	untuk hairdryer yg tiba2 mati , air panas jg yg ga sllu ada , jd ada waktu nya gitu kl habis ,air panas isi 120menit.  untuk hrg kamar yg 800an, ga pake tv seharusnya untuk air hrs selalu ada panas dan dingin. sm wifi aja sih yg agak jelek. overall oke , pasti bakal balik lagi sih. kamar nya seru walau kasurnya agak keras:)	For hairdryers who suddenly died, hot water that doesn't exist, so there is time so it runs out, hot water contains 120 minutes. For 800s rooms, don't use TVs, there should always be hot and cold water. sm wifi is a bit ugly. Overall okay, it will definitely come back again. the room is exciting even though the bed is a bit hard :)
9	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 10:09:05	Android	10071686043026655	Bobobox Alun-Alun Bandung	EARTH SINGLE	Sabun bau aneh, hanya di lt 3	Strange smell soap, only in lt 3
7	2023-05-18 0:00:00	2023-05-20 0:00:00	2023-06-08 9:18:07	Android	10071683505838604	Bobobox Alun-Alun Bandung	SKY DOUBLE	Water system was broken during my stay. Not all bathroom functioning. The AC in my pod too cold at first. Then its not working at all	Water system was broken during my stay. Not all bathroom functioning. The AC in my pod too cold at first. Then its not working at all
7	2023-06-06 0:00:00	2023-06-07 0:00:00	2023-06-08 8:47:54	Android	10041686049487510	Bobobox Pancoran	EARTH DOUBLE	LIFT MATI	The elevator is dead
7	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 8:47:39	Android	10041686108329797	Bobobox Pancoran	EARTH DOUBLE	LIFT NYA MATI. KASIAN BUAT PEREMPUAN , BUAT NAIK TURUN LWT TANGGA ..   APA LG KALO YG LAGI HAMIL!	The elevator is dead. Sorry for women, to go up and down the stairs ...  What if you are pregnant!
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 7:50:07	Android	10061686123472392	Bobobox Kebayoran Baru	SKY DOUBLE	Toilet laki laki di lantai 1, salah satu tempat mandi nya ada yg mampet, jdi air gk bisa ngalir, selebihnya kaya biasa, sip	Male toilet on the 1st floor, one of the bathing places is clogged, so the water can't be able to do, the rest is rich, sip
10	2023-05-11 0:00:00	2023-05-12 0:00:00	2023-06-08 7:25:59	Android	10111683786288751	Bobobox Tanah Abang	EARTH DOUBLE	X	X
8	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 6:43:53	Android	10001686072308683	Bobobox Paskal	SKY DOUBLE	Ac	And
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 6:36:05	iOS	10351686053877946	Bobocabin Madasari Pangandaran	Deluxe Cabin	Terbaikkk pokoknyaa	Best of the tree
6	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 6:23:32	iOS	10221685968074867	Bobobox ITC Kuningan	Earth Double	Tolilet bau pesing, di kasur banyak rambut	Tolilet smells of urine, on the mattress a lot of hair
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 5:40:39	Android	10071685973914422	Bobobox Alun-Alun Bandung	EARTH DOUBLE	Security nya sopan dan baik, FO nya juga baik & sopan, sigap menjawab chat di aplikasi ketika saya membutuhkan keperluan saya. Untuk lainnya baik & bagus, dapat diskon jadi lumayan banget potongnya. Terbaik recommended, terimakasih  🙏🏻	The security is polite and good, the FO is also good & polite, swiftly answering chat in the application when I need my needs. For others good & good, can be discounted so it is quite cut. Best recommended, thank you 🙏🏻
9	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 5:31:25	Android	10061686116728659	Bobobox Kebayoran Baru	SKY DOUBLE	Mungkin harus sedia in juga colokan yang 2 kaki	May have to be available in the 2 feet plugs
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 5:06:31	Android	10351686057613321	Bobocabin Madasari Pangandaran	DELUXE CABIN	Mantapp pelayanan baik bangett, staff ramah semuaa.	Mantapp really good service, all -friendly staff.
7	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 5:00:45	Android	10191686055586852	Bobocabin Cikole	EXECUTIVE CABIN	Seprai dan bedding nya agak bau apek, mungkin perlu ada dehumidifier biar gk lembab	The sheets and bedding are rather musty, maybe there needs to be dehumidifier so that it doesn't damp
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 4:52:09	Android	10091685956913512	Bobobox Kota Lama	SKY SINGLE	Enak tempatnya, nyaman dipake tidur fasillitas yang ditawarkan oke sekali bikin betah pokoknya!	Delicious place, comfortable to use sleeping the facilitas offered okay once makes you feel at home!
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 4:50:42	Android	10221685968074867	Bobobox ITC Kuningan	EARTH DOUBLE	mantap nyaman, bersih, tenang. cuma kalo kita mesen yg earth trus diatas nya ada yg sky itu agak berisik dikit kedengeran sampebyg ke earth. sama toilet cewe nya agak bau	Great comfortable, clean, calm. Only if we mesen the Earth then above, there is a bit that is a bit noisy, it sounds like sampebyg to Earth. with the girl's toilet it smells a bit
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 4:34:00	Android	10181686029447904	Bobobox Mega Bekasi	EARTH DOUBLE	perfect	perfect
10	2023-06-06 23:00:00	2023-06-07 23:00:00	2023-06-08 4:22:44	iOS	10231684427067375	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Udara n view	Air n view
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 4:17:53	Android	10231685878051043	Bobocabin Kintamani 	DELUXE CABIN	Enjoy the tech! But sadly, not all food are available and the way lil bit difficult to access. But overall it all amazing for stay here, the view and vibe was fascinating!!	Enjoy the tech! But sadly, not all food are available and the way lil bit difficult to access. But overall it all amazing for stay here, the view and vibe was fascinating!!
8	2023-06-06 23:00:00	2023-06-07 23:00:00	2023-06-08 4:11:35	iOS	10331686022480023	Bobocabin Ubud	Deluxe Cabin Hot Tub	It was great, but the hot water in the shower ran out in less than 5 minutes and the breakfast was very small. Everything else was amazing though 	It was great, but the hot water in the shower ran out in less than 5 minutes and the breakfast was very small. Everything else was amazing though 
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 4:09:56	Android	10231684072540903	Bobocabin Kintamani 	DELUXE CABIN	Nice place to staycation with nature view	Nice place to staycation with nature view
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 4:03:50	iOS	1.00017E+16	Bobobox Paskal	Earth Double	Good toilet	Good toilet
9	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-06-08 3:58:34	iOS	10081685244396681	Bobobox Kota Tua	Earth Single	love 	love 
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-06-08 3:58:25	iOS	10081685153301779	Bobobox Kota Tua	Sky Single	love stay here 	love stay here 
8	2023-05-23 0:00:00	2023-05-24 0:00:00	2023-06-08 3:58:07	iOS	10111684852329768	Bobobox Tanah Abang	Earth Single	I love stay in here but ... cause pods divide 2 floor it make me uncomfort 	I love stay in here but ... cause pods divide 2 floor it make me uncomfort 
8	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 3:53:43	Android	10351686027269535	Bobocabin Madasari Pangandaran	DELUXE CABIN	Sering mati lampu	Often the lights go out
4	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-08 3:42:34	Android	10191682867471906	Bobocabin Cikole	STANDARD CABIN	water heater didnt work. bad wifi connection	water heater didnt work. bad wifi connection
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 3:23:59	Android	10121686131242672	Bobobox Juanda Jakarta	EARTH DOUBLE	👍	👍
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 3:09:14	iOS	10251682548484754	Bobocabin Coban Rondo Malang	Executive Cabin	Nice view and comfy room. It will be good if there is a tool to kill the flies	Nice view and comfy room. It will be good if there is a tool to kill the flies
9	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 3:00:10	iOS	10201685837665694	Bobocabin Signature Toba	Deluxe Cabin	Nice location with a beautiful view. Small room but comfy and clean. Very recommended 	Nice location with a beautiful view. Small room but comfy and clean. Very recommended 
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 2:52:49	iOS	10081685954735576	Bobobox Kota Tua	Earth Double	All okay 	All okay 
8	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 2:33:26	Android	10061686119385978	Bobobox Kebayoran Baru	EARTH SINGLE	Toilet cant be use, because under construction.  And the noize from other still hearing in mybed.	Toilet cant be use, because under construction.  And the noize from other still hearing in mybed.
7	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 2:15:04	iOS	10021685682879688	Bobobox Cipaganti	Sky Single	Wifi LAGGING, Sprei kasur dan bantal warnannya udah broken white, tegangan semprotan toilet naik turun	Wifi lagging, bed linen and color pillow already broken white, the toilet spray voltage up and down
8	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 1:55:09	iOS	10081685774092936	Bobobox Kota Tua	Sky Single	It was good, tapi buat di pod 29 ac nya ga sedingin pod lain, tapi ok	It was good, but for POD 29 AC is not as cold as other pods, but ok
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-08 0:48:34	Android	10231685594844931	Bobocabin Kintamani 	DELUXE CABIN	experience nya oke bgttttt!!!	Experest nya oke bgttttt!!!
